"ID" "TIMESTAMP" "DAY" "DIST" "MAX" "MIN" "MEAN" "MEDIAN"
"20120216-134637" "2012-02-16T13:46:39Z" "Thu" 76.374447547751 97.01980533828 0 23.9073675844272 21.769690445964
"20120217-142750" "2012-02-17T14:28:13Z" "Fri" 69.8907215071674 99.95610544776 0 23.3467557142041 24.652140555888
"20120221-140408" "2012-02-21T14:04:11Z" "Tue" 67.1437335057289 109.70136828 0 23.9488008939402 26.6228267967
"20120225-160416" "2012-02-25T16:04:18Z" "Sat" 147.074227794005 93.13791343668 0 20.6458150515252 17.572033959984
"20120226-014332" "2012-02-26T01:43:33Z" "Sun" 3.17736959197984 46.68199954812 0.20115179168256 16.2692240243253 16.066152945936
"20120228-142641" "2012-02-28T14:26:42Z" "Tue" 65.722049901775 140.676876909 0 25.8851019097173 28.031162353218
"20120303-162829" "2012-03-03T16:28:37Z" "Sat" 30.7166454667666 105.85159905132 0 20.53159433665 19.962841764474
"20120304-233018" "2012-03-04T23:30:19Z" "Mon" 31.3023998681182 95.56509602556 0 20.5141035479647 19.548633573324
"20120305-135847" "2012-03-05T13:58:50Z" "Mon" 67.2734175373321 62.72046127296 0 23.0296198619029 26.207491808826
"20120307-141030" "2012-03-07T14:10:31Z" "Wed" 73.9009725220366 164.3022637434 0 24.4137642218095 22.589434778904
"20120309-140056" "2012-03-09T14:00:57Z" "Fri" 67.3824963438713 56.5234130214 0 20.2042387512335 22.779253679184
"20120310-160751" "2012-03-10T16:07:57Z" "Sat" 95.393384617875 107.6672949084 0 21.1078416824479 19.012635695502
"20120317-160828" "2012-03-17T16:08:29Z" "Sat" 48.8988226006894 81.31376650896 0 19.6281641240714 18.161467058934
"20120318-170723" "2012-03-18T17:07:28Z" "Sun" 33.2713016645003 113.61245347656 0 20.2086403014642 20.3023980513
"20120320-130729" "2012-03-20T13:07:30Z" "Tue" 29.4231233449923 65.407728717 0 20.221520460195 19.640718440532
"20120323-130916" "2012-03-23T13:09:17Z" "Fri" 75.8154806849322 373.4111519424 0 24.9919432387917 23.892854659182
"20120326-131042" "2012-03-26T13:10:44Z" "Mon" 73.9657914236494 100.32442334784 0 25.0489671312264 22.768732996146
"20120329-130934" "2012-03-29T13:09:35Z" "Thu" 73.623473354292 93.44773910952 0 24.6332138306407 21.903837600582
